principio_activo,unidad_de_dispensacion,concentracion,unidad_base,nombre_comercial,fabricante,factoresprecio,numerofactor
acetaminofen + fenilefrina + clorfeniramina,Polvo para reconstituir a Solución o suspensión oral,"maleato de clorfeniramina 2,1 mg + fenilefrina 5,25 mg + acetaminofen 325 mg",g,Noxpirin Junior,Siegfried,Medio,2
acetaminofen + fenilefrina + clorfeniramina,Tableta o cápsula,fenilefrina 5 mg + maleato de clorfeniramina 2 mg + acetaminofen 500 mg,mg,Dolofen Gripa,Procaps,Medio,2
acetaminofen + fenilefrina + desloratadina,Jarabe,"desloratadina 0,025 g + acetaminofen 6,5 g + fenilefrina 0,2 g",ml,Congestex Kids,Novamed,Medio,2
acetaminofen + fenilefrina + desloratadina,Jarabe,"desloratadina 0,025 g + acetaminofen 6,5 g + fenilefrina 0,2 g",ml,Congestex Kids,Novamed,Medio,2
acetaminofen + fenilefrina + levocetirizina,Polvo para reconstituir a Solución o suspensión oral,acetaminofen 500 mg + fenilefrina 20 mg + levocetirizina 3 mg,g,Noraver,Tecnoquimicas,Medio,2
acetaminofen + fenilefrina + levocetirizina,Polvo para reconstituir a Solución o suspensión oral,acetaminofen 500 mg + fenilefrina 20 mg + levocetirizina 3 mg,g,Noraver,Tecnoquimicas,Medio,2
acetaminofen + fenilefrina + levocetirizina,Polvo para reconstituir a Solución o suspensión oral,acetaminofen 500 mg + fenilefrina 20 mg + levocetirizina 3 mg,g,Noraver,Tecnoquimicas,Medio,2
acetaminofen + fenilefrina + levocetirizina,Polvo para reconstituir a Solución o suspensión oral,acetaminofen 500 mg + fenilefrina 20 mg + levocetirizina 3 mg,g,Noraver,Tecnoquimicas,Medio,2
acetaminofen + fenilefrina + loratadina,Jarabe,"loratadina 0,05 g + fenilefrina 0,1 g + acetaminofen 6,5 g",ml,Descongel F,Chalver,Medio,2
acetaminofen + fenilefrina + loratadina,Tableta o cápsula,loratadina 5 mg + fenilefrina 10 mg + acetaminofen 500 mg,mg,Descongel Gripa,Chalver,Alto,3
acetaminofen + fenilefrina + loratadina,Jarabe,"loratadina 0,05 g + fenilefrina 0,1 g + acetaminofen 6,5 g",ml,Descongel F,Chalver,Medio,2
acetaminofen + fenilefrina + loratadina,Tableta o cápsula,loratadina 5 mg + fenilefrina 10 mg + acetaminofen 500 mg,mg,Descongel Gripa,Chalver,Medio,2
acetaminofen + ibuprofeno + cafeina,Tableta o cápsula,cafeina 65 mg + acetaminofen 250 mg + ibuprofeno 400 mg,mg,Fisialgine,Idefar,Alto,3
acetaminofen + loratadina + fenilefrina,Tableta o cápsula,loratadina 5 mg + fenilefrina 10 mg + acetaminofen 500 mg,mg,Adorem Gripa,Siegfried,Bajo,1
acetaminofen + loratadina + fenilefrina,Tableta o cápsula,acetaminofen 500 mg + loratadina 5 mg + fenilefrina 10 mg,mg,Resfrygrip,Labquifar,Medio,2
acetaminofen + loratadina + fenilefrina,Solución o suspensión oral,acetaminofen 100 mg + loratadina 1 mg + fenilefrina 2 mg,ml,Descongelitof,Chalver,Medio,2
acetaminofen + loratadina + fenilefrina,Solución o suspensión oral,acetaminofen 100 mg + loratadina 1 mg + fenilefrina 2 mg,ml,Descongelitof,Chalver,Medio,2
acetaminofen y cafeina,Tableta o cápsula,cafeina 50 mg + acetaminofen 500 mg,mg,Dolofen Forte,Procaps,Medio,2
acetaminofen y cafeina,Tableta o cápsula,acetaminofen 500 mg + cafeina 65 mg,mg,Acetaminofen Con Cafeina,Sanofi Aventis,Bajo,1
acetaminofen y cafeina,Tableta o cápsula,acetaminofen 500 mg + cafeina 50 mg,mg,Adorem Plus,Siegfried,Medio,2
acetaminofen y cafeina,Tableta o cápsula,acetaminofen 500 mg + cafeina 65 mg,mg,Acetaminofen + Cafeina,Tecnoquimicas,Medio,2
acetaminofen y cafeina,Tableta o cápsula,acetaminofen 500 mg + cafeina 65 mg,mg,Dolex Forte,Glaxosmithkline,Alto,3
acetaminofen y cafeina,Tableta o cápsula,cafeina 50 mg + acetaminofen 500 mg,mg,Dolofen Forte,Procaps,Medio,2
acetaminofen y cafeina,Tableta o cápsula,acetaminofen 500 mg + cafeina 50 mg,mg,Adorem Plus,Siegfried,Alto,3
acetaminofen y cafeina,Tableta o cápsula,acetaminofen 500 mg + cafeina 65 mg,mg,Acetaminofen + Cafeina,Tecnoquimicas,Medio,2
acetaminofen y cafeina,Tableta o cápsula,acetaminofen 500 mg + cafeina 65 mg,mg,Dolex Forte,Glaxosmithkline,Alto,3
acetaminofen y cafeina,Tableta o cápsula,acetaminofen 500 mg + cafeina 65 mg,mg,Acetaminofén + Cafeína,Claripack,Bajo,1
acetaminofen y cafeina,Tableta o cápsula,acetaminofen 500 mg + cafeina 50 mg,mg,Antalgine Forte,Metlen Pharma,Bajo,1
acetaminofen y codeina,Tableta o cápsula,acetaminofen 325 mg + codeina fosfato 30 mg,mg,Aprix-F,Novamed,Medio,2
acetaminofen y codeina,Tableta o cápsula,acetaminofen 325 mg + codeina fosfato 30 mg,mg,Aprix-F,Novamed,Medio,2
acetaminofen y codeina,Tableta o cápsula,codeina fosfato 8 mg + acetaminofen 325 mg,mg,Aprix,Novamed,Alto,3
acetaminofen y codeina,Tableta o cápsula,acetaminofen 325 mg + codeina fosfato 30 mg,mg,Acetaminofen,Colmed,Bajo,1
acetaminofen y codeina,Tableta o cápsula,codeina fosfato 30 mg + acetaminofen 325 mg,mg,Acetaminofen/Codeina,Tecnoquimicas,Alto,3
acetaminofen y codeina,Tableta o cápsula,codeina fosfato 15 mg + acetaminofen 325 mg,mg,Dolotrin F,Licol,Medio,2
acetaminofen y codeina,Tableta o cápsula,codeina fosfato 8 mg + acetaminofen 325 mg,mg,Acetaminofen + Codeina,Tecnoquimicas,Bajo,1
acetaminofen y codeina,Tableta o cápsula,codeina 8 mg + acetaminofen 325 mg,mg,Algimide Nf,Siegfried,Medio,2
acetaminofen y codeina,Tableta o cápsula,codeina 30 mg + acetaminofen 325 mg,mg,Acodein,American Generics,Medio,2
acetaminofen y codeina,Tableta o cápsula,acetaminofen 325 mg + codeina 30 mg,mg,Bupiridol,Labquifar,Bajo,1
acetaminofen y codeina,Tableta o cápsula,acetaminofen 325 mg + codeina 30 mg,mg,Codefen,Eurofarma,Alto,3
acetaminofen y codeina,Tableta o cápsula,codeina 30 mg + acetaminofen 325 mg,mg,Algimide F,Siegfried,Medio,2
acetaminofen y codeina,Tableta o cápsula,acetaminofen 325 mg + codeina 8 mg,mg,Winadeine,Sanofi Aventis,Medio,2
acetaminofen y codeina,Tableta o cápsula,acetaminofen 325 mg + codeina fosfato 30 mg,mg,Aprix-F,Novamed,Bajo,1
acetaminofen y codeina,Tableta o cápsula,acetaminofen 325 mg + codeina fosfato 30 mg,mg,Acetaminofen,Colmed,Alto,3
acetaminofen y codeina,Tableta o cápsula,codeina fosfato 30 mg + acetaminofen 325 mg,mg,Acetaminofen/Codeina,Tecnoquimicas,Alto,3
acetaminofen y codeina,Tableta o cápsula,codeina fosfato 8 mg + acetaminofen 325 mg,mg,Acetaminofen + Codeina,Tecnoquimicas,Alto,3
acetaminofen y codeina,Tableta o cápsula,codeina fosfato 30 mg + acetaminofen 325 mg,mg,Acetaminofen,Ci Farmacapsulas,Bajo,1
acetaminofen y codeina,Tableta o cápsula,codeina 30 mg + acetaminofen 325 mg,mg,Acodein,American Generics,Medio,2
acetaminofen y codeina,Tableta o cápsula,codeina 30 mg + acetaminofen 325 mg,mg,Algimide F,Siegfried,Bajo,1
acetaminofen y codeina,Tableta o cápsula,acetaminofen 325 mg + codeina 8 mg,mg,Winadeine,Sanofi Aventis,Medio,2
acetaminofen y dexclorfeniramina,Solución o suspensión oral,"dexclorfeniramina 0,5 mg + acetaminofen 100 mg",ml,Coricidin,Bayer,Medio,2
acetaminofen y fenilefrina,Polvos o granulados,acetaminofen 500 mg + fenilefrina 10 mg,g,Pax Dia,Sanofi Aventis,Alto,3
acetaminofen y fenilefrina,Polvo para reconstituir a Solución o suspensión oral,"fenilefrina 0,01 g + acetaminofen 0,5 g",g,Noxpirin Dia,Siegfried,Medio,2
acetaminofen y fenilefrina,Polvos o granulados,acetaminofen 500 mg + fenilefrina 10 mg,g,Genfargrip,Genfar,Bajo,1
acetaminofen y fenilefrina,Polvos o granulados,acetaminofen 500 mg + fenilefrina 10 mg,g,Pax Dia,Sanofi Aventis,Medio,2
acetaminofen y fenilefrina clorhidrato,Tableta o cápsula,fenilefrina clorhidrato 5 mg + acetaminofen 500 mg,mg,Sinutab Plus Ns,Janssen,Medio,2
acetaminofen y hidrocodona,Tableta o cápsula,hidrocodona 5 mg + acetaminofen 325 mg,mg,Doliren,Lafrancol,Medio,2
acetaminofen y hidrocodona,Tableta o cápsula,hidrocodona 5 mg + acetaminofen 325 mg,mg,Doliren,Lafrancol,Medio,2
acetaminofen y hidrocodona,Tableta o cápsula,"hidrocodona 7,5 mg + acetaminofen 325 mg",mg,Doloff 7.5-325,Legrand,Bajo,1
acetaminofen y hidrocodona,Tableta o cápsula,hidrocodona 5 mg + acetaminofen 325 mg,mg,Fenalgex,Tecnoquimicas,Bajo,1
acetaminofen y hidrocodona,Tableta o cápsula,hidrocodona 10 mg + acetaminofen 325 mg,mg,Sinalgen Max,Grunenthal,Medio,2
acetaminofen y hidrocodona,Tableta o cápsula,acetaminofen 325 mg + hidrocodona 5 mg,mg,Nodolplus,Saluspharma,Bajo,1
acetaminofen y hidrocodona,Tableta o cápsula,"hidrocodona 7,5 mg + acetaminofen 325 mg",mg,Sinalgen Forte,Grunenthal,Medio,2
acetaminofen y hidrocodona,Tableta o cápsula,acetaminofen 325 mg + hidrocodona 10 mg,mg,Doliren Plus,Lafrancol,Medio,2
acetaminofen y hidrocodona,Tableta o cápsula,"hidrocodona 7,5 mg + acetaminofen 325 mg",mg,Doliren 7.5,Lafrancol,Alto,3
acetaminofen y hidrocodona,Tableta o cápsula,hidrocodona 5 mg + acetaminofen 325 mg,mg,Doliren,Lafrancol,Medio,2
acetaminofen y hidrocodona,Tableta o cápsula,"hidrocodona 7,5 mg + acetaminofen 325 mg",mg,Doloff 7.5-325,Legrand,Bajo,1
acetaminofen y hidrocodona,Tableta o cápsula,hidrocodona 5 mg + acetaminofen 325 mg,mg,Fenalgex,Tecnoquimicas,Bajo,1
acetaminofen y hidrocodona,Tableta o cápsula,hidrocodona 10 mg + acetaminofen 325 mg,mg,Sinalgen Max,Grunenthal,Medio,2
acetaminofen y hidrocodona,Tableta o cápsula,acetaminofen 325 mg + hidrocodona 5 mg,mg,Nodolplus,Saluspharma,Bajo,1
acetaminofen y hidrocodona,Tableta o cápsula,"hidrocodona 7,5 mg + acetaminofen 325 mg",mg,Sinalgen Forte,Grunenthal,Alto,3
acetaminofen y hidrocodona,Tableta o cápsula,acetaminofen 325 mg + hidrocodona 10 mg,mg,Doliren Plus,Lafrancol,Medio,2
acetaminofen y hidrocodona,Tableta o cápsula,"hidrocodona 7,5 mg + acetaminofen 325 mg",mg,Doliren 7.5,Lafrancol,Medio,2
acetaminofen y hioscina,Tableta o cápsula,hioscina 10 mg + acetaminofen 325 mg,mg,Buscapina Compositum,Sanofi Aventis,Medio,2
acetaminofen y hioscina,Solución o suspensión oral,acetaminofen 100 mg + hioscina 2 mg,ml,Buscapina Compositum,Sanofi Aventis,Alto,3
acetaminofen y hioscina,Solución o suspensión oral,acetaminofen 100 mg + hioscina 2 mg,ml,Hioscina N-Butil Bromuro + Acetaminofen,Sanofi Aventis,Bajo,1
acetaminofen y hioscina,Tableta o cápsula,hioscina 10 mg + acetaminofen 325 mg,mg,Buscapina Compositum,Sanofi Aventis,Medio,2
acetaminofen y hioscina,Solución o suspensión oral,acetaminofen 100 mg + hioscina 2 mg,ml,Buscapina Compositum,Sanofi Aventis,Alto,3
acetaminofen y hioscina,Solución o suspensión oral,acetaminofen 100 mg + hioscina 2 mg,ml,Hioscina N-Butil Bromuro + Acetaminofen,Sanofi Aventis,Bajo,1
acetaminofen y metocarbamol,Tableta o cápsula,acetaminofen 350 mg + metocarbamol 500 mg,mg,Metacet,America,Medio,2
acetaminofen y metocarbamol,Tableta o cápsula,acetaminofen 350 mg + metocarbamol 750 mg,mg,Jaquedol,Incobra,Medio,2
acetaminofen y metocarbamol,Tableta o cápsula,acetaminofen 325 mg + metocarbamol 400 mg,mg,Robaxifen Nf,Glaxosmithkline,Medio,2
acetaminofen y metocarbamol,Tableta o cápsula,acetaminofen 350 mg + metocarbamol 750 mg,mg,Jaquedol,Incobra,Medio,2
acetaminofen y metocarbamol,Tableta o cápsula,acetaminofen 325 mg + metocarbamol 400 mg,mg,Robaxifen Nf,Glaxosmithkline,Medio,2
acetaminofen y tiocolchicosido,Tableta o cápsula,acetaminofen 325 mg + tiocolchicosido 4 mg,mg,Fleximaxace,Lafrancol,Medio,2
acetaminofen y tiocolchicosido,Tableta o cápsula,acetaminofen 325 mg + tiocolchicosido 4 mg,mg,Fleximaxace,Lafrancol,Medio,2
acetaminofen y tizanidina,Tableta o cápsula,tizanidina clorhidrato 2 mg + acetaminofen 325 mg,mg,Algi - B,Mega Labs,Medio,2
acetaminofen y tizanidina,Tableta o cápsula,acetaminofen 350 mg + tizanidina 2 mg,mg,Acetaminofen + Tizanidina,Mk,Bajo,1
acetaminofen y tizanidina,Tableta o cápsula,acetaminofen 350 mg + tizanidina 2 mg,mg,Tizafen,Siegfried,Alto,3
acetaminofen y tizanidina,Tableta o cápsula,tizanidina clorhidrato 2 mg + acetaminofen 325 mg,mg,Algi - B,Mega Labs,Medio,2
acetaminofen y tizanidina,Tableta o cápsula,acetaminofen 350 mg + tizanidina 2 mg,mg,Tizafen,Siegfried,Medio,2
acetaminofen y tramadol,Tableta o cápsula,"tramadol 37,5 mg + acetaminofen 325 mg",mg,Zaldiar,Grunenthal,Alto,3
acetaminofen y tramadol,Tableta o cápsula,"tramadol 37,5 mg + acetaminofen 325 mg",mg,Fastfen,Siegfried,Alto,3
acetaminofen y tramadol,Jarabe,"acetaminofen 6,5 mg + tramadol 0,75 mg",ml,Fastfen,Siegfried,Medio,2
acetaminofen y tramadol,Tableta o cápsula,"tramadol 37,5 mg + acetaminofen 325 mg",mg,Acetaminofen/Tramadol,American Generics,Bajo,1
acetaminofen y tramadol,Tableta o cápsula,"tramadol 37,5 mg + acetaminofen 325 mg",mg,Doxpen,Coaspharma,Medio,2
acetaminofen y tramadol,Tableta o cápsula,"tramadol 37,5 mg + acetaminofen 325 mg",mg,Tramadol,Colmed,Bajo,1
acetaminofen y tramadol,Tableta o cápsula,"tramadol 37,5 mg + acetaminofen 325 mg",mg,Zaldiar,Grunenthal,Alto,3
acetaminofen y tramadol,Tableta o cápsula,"tramadol 37,5 mg + acetaminofen 325 mg",mg,Fastfen,Siegfried,Medio,2
acetaminofen y tramadol,Jarabe,"acetaminofen 6,5 mg + tramadol 0,75 mg",ml,Fastfen,Siegfried,Medio,2
acetaminofen y tramadol,Tableta o cápsula,"tramadol 37,5 mg + acetaminofen 325 mg",mg,Tramadol,Colmed,Medio,2
acetato de aluminio,Loción,"acetato de aluminio 0,05 g",ml,Acetato De Aluminio,American Generics,Alto,3
acetato de aluminio,Loción,"acetato de aluminio 0,059 mg",ml,Acid- Ness Locion,Tecnofar,Medio,2
acetato de aluminio,Loción,"acetato de aluminio 0,059 g",ml,Acetato De Aluminio,Licol,Alto,3
acetato de aluminio,Loción,"acetato de aluminio 0,053 g",ml,Acid Mantle,Bayer,Medio,2
acetato de aluminio,Loción,"acetato de aluminio 0,059 g",ml,Dermavive,Coaspharma,Bajo,1
acetato de aluminio,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"acetato de aluminio 0,05 g",g,Acid Mantle,Bayer,Medio,2
acetato de aluminio,Solución o suspensión tópica,"acetato de aluminio 0,059 g",ml,Skinacid 0.059% Locion,Ophalac,Medio,2
acetato de aluminio,Loción,"acetato de aluminio 0,118 g",ml,Acetato De Aluminio,Genfar,Alto,3
acetato de aluminio,Polvos o granulados,"acetato de aluminio 2,2 g + acetato de aluminio 2,2 g",g,Domeboro,Bayer,Medio,2
acetato de aluminio,Loción,"acetato de aluminio 0,05 g",ml,Dermodina Locion,Coopidrogas,Bajo,1
acetato de aluminio,Loción,"acetato de aluminio 0,118 g",ml,Acetato De Aluminio,Winthrop,Bajo,1
acetato de aluminio,Loción,"acetato de aluminio 0,05 g",ml,Acetato De Aluminio,American Generics,Medio,2
acetato de aluminio,Loción,"acetato de aluminio 0,059 mg",ml,Acid- Ness Locion,Tecnofar,Medio,2
acetato de aluminio,Loción,"acetato de aluminio 0,059 g",ml,Acetato De Aluminio,Licol,Medio,2
acetato de aluminio,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"acetato de aluminio 0,05 g",g,Acid Mantle,Bayer,Medio,2
acetato de aluminio,Solución o suspensión tópica,"acetato de aluminio 0,059 g",ml,Skinacid 0.059% Locion,Ophalac,Medio,2
acetato de aluminio,Loción,"acetato de aluminio 0,118 g",ml,Acetato De Aluminio,Winthrop,Medio,2
acetato de calcio y sulfato de aluminio,Polvos o granulados,"acetato de calcio 36,45 mcg + sulfato de aluminio 51,8 mcg",g,Acetato De Aluminio,Sanofi Aventis,Medio,2
acetato de calcio y sulfato de aluminio,Polvos o granulados,"acetato de calcio 36,45 mcg + sulfato de aluminio 51,8 mcg",g,Acetato De Aluminio,Sanofi Aventis,Medio,2
acetato de nomegestrol y estradiol,Tableta o cápsula,"estradiol 1,5 mg + acetato de nomegestrol 2,5 mg",mg,Femiden,Gador,Medio,2
acetazolamida,Tableta o cápsula,acetazolamida 250 mg,mg,Glaucomed,Mega Labs,Alto,3
acetazolamida,Tableta o cápsula,acetazolamida 250 mg,mg,Viclear,Colmed,Bajo,1
acetazolamida,Tableta o cápsula,acetazolamida 250 mg,mg,Glaucomed,Mega Labs,Alto,3
acetazolamida,Tableta o cápsula,acetazolamida 250 mg,mg,Viclear,Colmed,Bajo,1
acetilcisteina,Jarabe,acetilcisteina 2 g,ml,Fluimucil,Zambon,Medio,2
acetilcisteina,Solución o suspensión oral,acetilcisteina 2 g,ml,Aflux,Tecnofar,Medio,2
acetilcisteina,Polvos o granulados,acetilcisteina 600 mg,g,Fluimucil,Zambon,Alto,3
acetilcisteina,Solución o suspensión inyectable,acetilcisteina 300 mg,ml,Fluimucil,Zambon,Medio,2
acetilcisteina,Polvos o granulados,acetilcisteina 600 mg,g,N-Acetilcisteina,La Sante,Bajo,1
acetilcisteina,Polvo para reconstituir a Solución o suspensión oral,acetilcisteina 100 mg,ml,Zifluvis,Bioquifar,Medio,2
acetilcisteina,Polvo para reconstituir a Solución o suspensión oral,acetilcisteina 2 g,ml,Acetilcisteina,Ecar,Medio,2
acetilcisteina,Polvos o granulados,acetilcisteina 600 mg,g,Acetilcisteina,Ecar,Bajo,1
acetilcisteina,Solución o suspensión para inhalación,acetilcisteina 10 mg,ml,Rinofluimucil,Zambon,Medio,2
acetilcisteina,Tableta o cápsula,acetilcisteina 600 mg,mg,Fluimucil,Zambon,Bajo,1
acetilcisteina,Polvo para reconstituir a Solución o suspensión oral,acetilcisteina 200 mg,g,Zifluvis,Bioquifar,Medio,2
acetilcisteina,Polvos o granulados,acetilcisteina 600 mg,g,Zifluvis,Bioquifar,Medio,2
acetilcisteina,Polvos o granulados,acetilcisteina 2 g,g,Flumixol,Novamed,Medio,2
acetilcisteina,Polvos o granulados,acetilcisteina 2 g,g,Flumixol,Novamed,Bajo,1
acetilcisteina,Jarabe,acetilcisteina 4 g,ml,Flumixol,Novamed,Bajo,1
acetilcisteina,Polvos o granulados,acetilcisteina 200 mg,mg,Aflux,Tecnofar,Alto,3
acetilcisteina,Polvos o granulados,acetilcisteina 200 mg,g,Mucuspen,Comerfar,Bajo,1
acetilcisteina,Jarabe,acetilcisteina 4 g,ml,Aflux,Tecnofar,Alto,3
acetilcisteina,Jarabe,acetilcisteina 4 g,ml,Fluimucil,Zambon,Medio,2
acetilcisteina,Tableta o cápsula,acetilcisteina 600 mg,mg,Acemuk,Siegfried,Alto,3
acetilcisteina,Tableta o cápsula,acetilcisteina 200 mg,mg,Acemuk,Siegfried,Medio,2
acetilcisteina,Polvos o granulados,acetilcisteina 200 mg,g,Fluiq,Eurofarma,Medio,2
acetilcisteina,Polvos o granulados,acetilcisteina 600 mg,g,Fluiq,Eurofarma,Medio,2
acetilcisteina,Polvos o granulados,acetilcisteina 2 g,g,Acemuk Jarabe,Siegfried,Alto,3
acetilcisteina,Polvos o granulados,"acetilcisteina 0,2 g",g,Acetilcisteina,Ecar,Medio,2
acetilcisteina,Jarabe,acetilcisteina 4000 mg,ml,Zifluvis,Bioquifar,Medio,2
acetilcisteina,Polvos o granulados,acetilcisteina 600 mg,g,N-Acetil Cisteina,Mk,Alto,3
acetilcisteina,Polvos o granulados,acetilcisteina 200 mg,g,Fluimucil,Zambon,Medio,2
acetilcisteina,Polvos o granulados,acetilcisteina 100 g,g,Fluimucil,Zambon,Medio,2
acetilcisteina,Polvos o granulados,acetilcisteina 200 mg,g,Acetilcisteina,Winthrop,Medio,2
acetilcisteina,Jarabe,acetilcisteina 2 g,ml,Fluimucil,Zambon,Medio,2
acetilcisteina,Solución o suspensión oral,acetilcisteina 2 g,ml,Aflux,Tecnofar,Medio,2
acetilcisteina,Solución o suspensión inyectable,acetilcisteina 300 mg,ml,Fluimucil,Zambon,Alto,3
acetilcisteina,Polvos o granulados,acetilcisteina 600 mg,g,N-Acetilcisteina,La Sante,Bajo,1
acetilcisteina,Polvo para reconstituir a Solución o suspensión oral,acetilcisteina 100 mg,ml,Zifluvis,Bioquifar,Medio,2
acetilcisteina,Polvos o granulados,acetilcisteina 600 mg,g,Acetilcisteina,Ecar,Medio,2
acetilcisteina,Solución o suspensión para inhalación,acetilcisteina 10 mg,ml,Rinofluimucil,Zambon,Medio,2
acetilcisteina,Tableta o cápsula,acetilcisteina 600 mg,mg,Fluimucil,Zambon,Bajo,1
acetilcisteina,Polvos o granulados,"acetilcisteina 0,2 g",g,Mucochem,Biochem,Alto,3
acetilcisteina,Polvo para reconstituir a Solución o suspensión oral,acetilcisteina 200 mg,g,Zifluvis,Bioquifar,Medio,2
acetilcisteina,Polvos o granulados,acetilcisteina 600 mg,g,Zifluvis,Bioquifar,Alto,3
acetilcisteina,Jarabe,acetilcisteina 4 g,ml,Aflux,Tecnofar,Alto,3
acetilcisteina,Polvos o granulados,"acetilcisteina 1,5 g",g,Mucochem,Biochem,Medio,2
acetilcisteina,Jarabe,acetilcisteina 4 g,ml,Fluimucil,Zambon,Bajo,1
acetilcisteina,Tableta o cápsula,acetilcisteina 600 mg,mg,Acemuk,Siegfried,Alto,3
acetilcisteina,Polvos o granulados,acetilcisteina 200 mg,g,Acetilcisteina,Memphis,Bajo,1
acetilcisteina,Polvos o granulados,acetilcisteina 200 mg,g,Fluiq,Eurofarma,Alto,3
acetilcisteina,Polvos o granulados,acetilcisteina 2 g,g,Acemuk Jarabe,Siegfried,Medio,2
acetilcisteina,Polvos o granulados,"acetilcisteina 0,2 g",g,Acetilcisteina,Ecar,Bajo,1
acetilcisteina,Solución o suspensión inyectable,acetilcisteina 300 mg,ml,N-Acetilcisteina,Ads Pharma,Bajo,1
acetilcisteina,Jarabe,acetilcisteina 4000 mg,ml,Zifluvis,Bioquifar,Medio,2
acetilcisteina,Polvos o granulados,"acetilcisteina 0,1 g",g,Mucochem,Biochem,Medio,2
acetilcisteina,Polvos o granulados,acetilcisteina 600 mg,g,N-Acetil Cisteina,Mk,Medio,2
acetilcisteina,Polvos o granulados,acetilcisteina 200 mg,g,Acetilcisteina,Winthrop,Medio,2
acetilcolina,Polvo para reconstituir a Solución o suspensión inyectable,acetilcolina 20 mg,ml,Acetil Colina,Oftalmoquimica,Medio,2
aciclovir,Tableta o cápsula,aciclovir 200 mg,mg,Aciclovir,Genfar,Medio,2
aciclovir,Tableta o cápsula,aciclovir 800 mg,mg,Virex Z,Eurofarma,Alto,3
aciclovir,Polvo para reconstituir a Solución o suspensión oral,aciclovir 200 g,ml,Aciclovir,Anglopharma,Medio,2
aciclovir,Cremas o geles o ungüentos o pomadas o pastas o jaleas,aciclovir 5 mg,g,Aciclovir,Anglopharma,Medio,2
aciclovir,Polvo para reconstituir a Solución o suspensión inyectable,aciclovir 250 mg,mg,Aciclovir,Vitalis,Medio,2
aciclovir,Tableta o cápsula,aciclovir 400 mg,mg,Virex,Eurofarma,Medio,2
aciclovir,Tableta o cápsula,aciclovir 200 mg,mg,Aciclovir,Laproff,Bajo,1
aciclovir,Cremas o geles o ungüentos o pomadas o pastas o jaleas,aciclovir 5 g,g,Aciclovir,Pentacoop,Bajo,1
aciclovir,Tableta o cápsula,aciclovir 200 mg,mg,Aciclovir,Pentacoop,Bajo,1
aciclovir,Cremas o geles o ungüentos o pomadas o pastas o jaleas,aciclovir 5 g,g,Activiral,Labquifar,Alto,3
aciclovir,Cremas o geles o ungüentos o pomadas o pastas o jaleas,aciclovir 5 g,g,Virex Cover Lips,Eurofarma,Alto,3
aciclovir,Cremas o geles o ungüentos o pomadas o pastas o jaleas,aciclovir 5 g,g,Aciclovir,La Sante,Medio,2
aciclovir,Cremas o geles o ungüentos o pomadas o pastas o jaleas,aciclovir 5 g,g,Acivirol,Patmar,Alto,3
aciclovir,Tableta o cápsula,aciclovir 800 mg,mg,Activiral,Labquifar,Alto,3
aciclovir,Tableta o cápsula,aciclovir 200 mg,mg,Activiral,Labquifar,Alto,3
aciclovir,Tableta o cápsula,aciclovir 800 mg,mg,Aciclovir,Ophalac,Medio,2
aciclovir,Tableta o cápsula,aciclovir 800 mg,mg,Aciclovir,Coaspharma,Bajo,1
aciclovir,Cremas o geles o ungüentos o pomadas o pastas o jaleas,aciclovir 5 g,g,Carbaprof Ungüento,Med Line,Medio,2
